,Building,Orientation,BlindType,Shading,WindowID,Occlusion,Floor,WindowSize,WindowVLT,BlindVLT,WindowBlindVLT,OfficeUse,Date_Time,WWR,View Quality,Sky Condition,Irradiance,Month
24606,B,Northeast,Roller,NonShaded,3186,0.0,4,18.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 11:00:00,0.36,6.0,Unknown,86.6792,5
25479,B,Northeast,Roller,NonShaded,3186,0.0,4,18.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 11:00:00,0.36,6.0,Unknown,24.6468,5
24897,B,Northeast,Roller,NonShaded,3186,0.0,4,18.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 13:00:00,0.36,6.0,Unknown,107.7127,5
25719,B,Northeast,Roller,NonShaded,3186,0.0,4,18.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 13:00:00,0.36,6.0,Unknown,100.0363,5
25959,B,Northeast,Roller,NonShaded,3186,0.0,4,18.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 15:00:00,0.36,6.0,Unknown,104.76,5
25188,B,Northeast,Louver,NonShaded,3186,0.0,4,18.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 17:00:00,0.36,6.0,Unknown,69.7512,5
26199,B,Northeast,Roller,NonShaded,3186,0.0,4,18.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 17:00:00,0.36,6.0,Unknown,78.5527,5
26447,B,Northeast,Roller,NonShaded,3186,0.88,4,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,6.0,CLR,3.248,10
26785,B,Northeast,Roller,NonShaded,3186,0.88,4,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,6.0,CLR,44.9777,10
28129,B,Northeast,Roller,NonShaded,3186,0.0,4,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,6.0,CLR,23.6908,10
27123,B,Northeast,Roller,NonShaded,3186,0.88,4,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,6.0,CLR,79.1996,10
28369,B,Northeast,Roller,NonShaded,3186,0.0,4,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,6.0,FEW110,40.1692,10
27461,B,Northeast,Roller,NonShaded,3186,0.88,4,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,6.0,CLR,54.2288,10
28609,B,Northeast,Roller,NonShaded,3186,0.0,4,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,6.0,FEW110,26.9527,10
27799,B,Northeast,Roller,NonShaded,3186,0.88,4,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,6.0,CLR,24.3658,10
28849,B,Northeast,Roller,NonShaded,3186,0.0,4,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,6.0,FEW100,8.5624,10
26448,B,Northeast,Roller,NonShaded,3187,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,6.0,CLR,3.248,10
26786,B,Northeast,Roller,NonShaded,3187,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,6.0,CLR,44.9777,10
27124,B,Northeast,Roller,NonShaded,3187,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,6.0,CLR,79.1996,10
27462,B,Northeast,Roller,NonShaded,3187,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,6.0,CLR,54.2288,10
27800,B,Northeast,Roller,NonShaded,3187,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,6.0,CLR,24.3658,10
26449,B,Northeast,Roller,NonShaded,3188,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,6.0,CLR,3.248,10
26787,B,Northeast,Roller,NonShaded,3188,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,6.0,CLR,44.9777,10
27125,B,Northeast,Roller,NonShaded,3188,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,6.0,CLR,79.1996,10
27463,B,Northeast,Roller,NonShaded,3188,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,6.0,CLR,54.2288,10
27801,B,Northeast,Roller,NonShaded,3188,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,6.0,CLR,24.3658,10
24316,B,Northeast,Louver,NonShaded,3203,0.0,4,6.0,0.41,0.104,0.043,OpenOffice,2019-05-15 09:00:00,0.36,6.0,Unknown,49.7862,5
24607,B,Northeast,Roller,NonShaded,3203,0.0,4,6.0,0.41,0.104,0.043,OpenOffice,2019-05-15 11:00:00,0.36,6.0,Unknown,86.6792,5
25480,B,Northeast,Roller,NonShaded,3203,0.0,4,6.0,0.41,0.104,0.043,OpenOffice,2019-05-15 11:00:00,0.36,6.0,Unknown,24.6468,5
24898,B,Northeast,Roller,NonShaded,3203,0.0,4,6.0,0.41,0.104,0.043,OpenOffice,2019-05-15 13:00:00,0.36,6.0,Unknown,107.7127,5
25720,B,Northeast,Roller,NonShaded,3203,0.0,4,6.0,0.41,0.104,0.043,OpenOffice,2019-05-15 13:00:00,0.36,6.0,Unknown,100.0363,5
25960,B,Northeast,Roller,NonShaded,3203,0.0,4,6.0,0.41,0.104,0.043,OpenOffice,2019-05-15 15:00:00,0.36,6.0,Unknown,104.76,5
25189,B,Northeast,Louver,NonShaded,3203,0.0,4,6.0,0.41,0.104,0.043,OpenOffice,2019-05-15 17:00:00,0.36,6.0,Unknown,69.7512,5
26200,B,Northeast,Roller,NonShaded,3203,0.0,4,6.0,0.41,0.104,0.043,OpenOffice,2019-05-15 17:00:00,0.36,6.0,Unknown,78.5527,5
26450,B,Northeast,Roller,NonShaded,3203,0.88,4,6.0,0.41,0.104,0.043,OpenOffice,2019-10-30 09:00:00,0.36,6.0,CLR,3.248,10
26788,B,Northeast,Roller,NonShaded,3203,0.88,4,6.0,0.41,0.104,0.043,OpenOffice,2019-10-30 11:00:00,0.36,6.0,CLR,44.9777,10
28130,B,Northeast,Roller,NonShaded,3203,0.0,4,6.0,0.41,0.104,0.043,OpenOffice,2019-10-30 11:00:00,0.36,6.0,CLR,23.6908,10
27126,B,Northeast,Roller,NonShaded,3203,0.88,4,6.0,0.41,0.104,0.043,OpenOffice,2019-10-30 13:00:00,0.36,6.0,CLR,79.1996,10
28370,B,Northeast,Roller,NonShaded,3203,0.0,4,6.0,0.41,0.104,0.043,OpenOffice,2019-10-30 13:00:00,0.36,6.0,FEW110,40.1692,10
27464,B,Northeast,Roller,NonShaded,3203,0.88,4,6.0,0.41,0.104,0.043,OpenOffice,2019-10-30 15:00:00,0.36,6.0,CLR,54.2288,10
28610,B,Northeast,Roller,NonShaded,3203,0.0,4,6.0,0.41,0.104,0.043,OpenOffice,2019-10-30 15:00:00,0.36,6.0,FEW110,26.9527,10
27802,B,Northeast,Roller,NonShaded,3203,0.88,4,6.0,0.41,0.104,0.043,OpenOffice,2019-10-30 17:00:00,0.36,6.0,CLR,24.3658,10
28850,B,Northeast,Roller,NonShaded,3203,0.0,4,6.0,0.41,0.104,0.043,OpenOffice,2019-10-30 17:00:00,0.36,6.0,FEW100,8.5624,10
24317,B,Northeast,Louver,NonShaded,3204,0.0,4,6.0,0.41,0.104,0.043,OpenOffice,2019-05-15 09:00:00,0.36,6.0,Unknown,49.7862,5
24608,B,Northeast,Roller,NonShaded,3204,0.0,4,6.0,0.41,0.104,0.043,OpenOffice,2019-05-15 11:00:00,0.36,6.0,Unknown,86.6792,5
25481,B,Northeast,Roller,NonShaded,3204,0.0,4,6.0,0.41,0.104,0.043,OpenOffice,2019-05-15 11:00:00,0.36,6.0,Unknown,24.6468,5
24899,B,Northeast,Roller,NonShaded,3204,0.0,4,6.0,0.41,0.104,0.043,OpenOffice,2019-05-15 13:00:00,0.36,6.0,Unknown,107.7127,5
25721,B,Northeast,Roller,NonShaded,3204,0.0,4,6.0,0.41,0.104,0.043,OpenOffice,2019-05-15 13:00:00,0.36,6.0,Unknown,100.0363,5
25961,B,Northeast,Roller,NonShaded,3204,0.0,4,6.0,0.41,0.104,0.043,OpenOffice,2019-05-15 15:00:00,0.36,6.0,Unknown,104.76,5
25190,B,Northeast,Louver,NonShaded,3204,0.0,4,6.0,0.41,0.104,0.043,OpenOffice,2019-05-15 17:00:00,0.36,6.0,Unknown,69.7512,5
26201,B,Northeast,Roller,NonShaded,3204,0.0,4,6.0,0.41,0.104,0.043,OpenOffice,2019-05-15 17:00:00,0.36,6.0,Unknown,78.5527,5
26451,B,Northeast,Roller,NonShaded,3204,0.88,4,6.0,0.41,0.104,0.043,OpenOffice,2019-10-30 09:00:00,0.36,6.0,CLR,3.248,10
26789,B,Northeast,Roller,NonShaded,3204,0.88,4,6.0,0.41,0.104,0.043,OpenOffice,2019-10-30 11:00:00,0.36,6.0,CLR,44.9777,10
28131,B,Northeast,Roller,NonShaded,3204,0.0,4,6.0,0.41,0.104,0.043,OpenOffice,2019-10-30 11:00:00,0.36,6.0,CLR,23.6908,10
27127,B,Northeast,Roller,NonShaded,3204,0.88,4,6.0,0.41,0.104,0.043,OpenOffice,2019-10-30 13:00:00,0.36,6.0,CLR,79.1996,10
28371,B,Northeast,Roller,NonShaded,3204,0.0,4,6.0,0.41,0.104,0.043,OpenOffice,2019-10-30 13:00:00,0.36,6.0,FEW110,40.1692,10
27465,B,Northeast,Roller,NonShaded,3204,0.88,4,6.0,0.41,0.104,0.043,OpenOffice,2019-10-30 15:00:00,0.36,6.0,CLR,54.2288,10
28611,B,Northeast,Roller,NonShaded,3204,0.0,4,6.0,0.41,0.104,0.043,OpenOffice,2019-10-30 15:00:00,0.36,6.0,FEW110,26.9527,10
27803,B,Northeast,Roller,NonShaded,3204,0.88,4,6.0,0.41,0.104,0.043,OpenOffice,2019-10-30 17:00:00,0.36,6.0,CLR,24.3658,10
28851,B,Northeast,Roller,NonShaded,3204,0.0,4,6.0,0.41,0.104,0.043,OpenOffice,2019-10-30 17:00:00,0.36,6.0,FEW100,8.5624,10
24318,B,Northeast,Louver,NonShaded,3219,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 09:00:00,0.36,6.0,Unknown,49.7862,5
24609,B,Northeast,Roller,NonShaded,3219,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 11:00:00,0.36,6.0,Unknown,86.6792,5
25482,B,Northeast,Roller,NonShaded,3219,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 11:00:00,0.36,6.0,Unknown,24.6468,5
24900,B,Northeast,Roller,NonShaded,3219,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 13:00:00,0.36,6.0,Unknown,107.7127,5
25722,B,Northeast,Roller,NonShaded,3219,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 13:00:00,0.36,6.0,Unknown,100.0363,5
25962,B,Northeast,Roller,NonShaded,3219,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 15:00:00,0.36,6.0,Unknown,104.76,5
25191,B,Northeast,Louver,NonShaded,3219,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 17:00:00,0.36,6.0,Unknown,69.7512,5
26202,B,Northeast,Roller,NonShaded,3219,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 17:00:00,0.36,6.0,Unknown,78.5527,5
26452,B,Northeast,Roller,NonShaded,3219,0.88,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,6.0,CLR,3.248,10
26790,B,Northeast,Roller,NonShaded,3219,0.88,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,6.0,CLR,44.9777,10
28132,B,Northeast,Roller,NonShaded,3219,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,6.0,CLR,23.6908,10
27128,B,Northeast,Roller,NonShaded,3219,0.88,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,6.0,CLR,79.1996,10
28372,B,Northeast,Roller,NonShaded,3219,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,6.0,FEW110,40.1692,10
27466,B,Northeast,Roller,NonShaded,3219,0.88,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,6.0,CLR,54.2288,10
28612,B,Northeast,Roller,NonShaded,3219,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,6.0,FEW110,26.9527,10
27804,B,Northeast,Roller,NonShaded,3219,0.88,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,6.0,CLR,24.3658,10
28852,B,Northeast,Roller,NonShaded,3219,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,6.0,FEW100,8.5624,10
24319,B,Northeast,Louver,NonShaded,3220,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 09:00:00,0.36,6.0,Unknown,49.7862,5
24610,B,Northeast,Roller,NonShaded,3220,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 11:00:00,0.36,6.0,Unknown,86.6792,5
25483,B,Northeast,Roller,NonShaded,3220,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 11:00:00,0.36,6.0,Unknown,24.6468,5
24901,B,Northeast,Roller,NonShaded,3220,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 13:00:00,0.36,6.0,Unknown,107.7127,5
25723,B,Northeast,Roller,NonShaded,3220,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 13:00:00,0.36,6.0,Unknown,100.0363,5
25963,B,Northeast,Roller,NonShaded,3220,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 15:00:00,0.36,6.0,Unknown,104.76,5
25192,B,Northeast,Louver,NonShaded,3220,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 17:00:00,0.36,6.0,Unknown,69.7512,5
26203,B,Northeast,Roller,NonShaded,3220,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 17:00:00,0.36,6.0,Unknown,78.5527,5
26453,B,Northeast,Roller,NonShaded,3220,0.88,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,6.0,CLR,3.248,10
26791,B,Northeast,Roller,NonShaded,3220,0.88,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,6.0,CLR,44.9777,10
28133,B,Northeast,Roller,NonShaded,3220,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,6.0,CLR,23.6908,10
27129,B,Northeast,Roller,NonShaded,3220,0.88,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,6.0,CLR,79.1996,10
28373,B,Northeast,Roller,NonShaded,3220,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,6.0,FEW110,40.1692,10
27467,B,Northeast,Roller,NonShaded,3220,0.88,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,6.0,CLR,54.2288,10
28613,B,Northeast,Roller,NonShaded,3220,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,6.0,FEW110,26.9527,10
27805,B,Northeast,Roller,NonShaded,3220,0.88,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,6.0,CLR,24.3658,10
28853,B,Northeast,Roller,NonShaded,3220,0.0,4,6.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,6.0,FEW100,8.5624,10
26454,B,Northeast,Roller,NonShaded,3221,0.0,4,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,6.0,CLR,3.248,10
26792,B,Northeast,Roller,NonShaded,3221,0.0,4,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,6.0,CLR,44.9777,10
27130,B,Northeast,Roller,NonShaded,3221,0.0,4,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,6.0,CLR,79.1996,10
27468,B,Northeast,Roller,NonShaded,3221,0.0,4,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,6.0,CLR,54.2288,10
27806,B,Northeast,Roller,NonShaded,3221,0.0,4,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,6.0,CLR,24.3658,10
26455,B,Northeast,Roller,NonShaded,3222,0.0,4,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,6.0,CLR,3.248,10
26793,B,Northeast,Roller,NonShaded,3222,0.0,4,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,6.0,CLR,44.9777,10
27131,B,Northeast,Roller,NonShaded,3222,0.0,4,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,6.0,CLR,79.1996,10
27469,B,Northeast,Roller,NonShaded,3222,0.0,4,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,6.0,CLR,54.2288,10
27807,B,Northeast,Roller,NonShaded,3222,0.0,4,18.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,6.0,CLR,24.3658,10
26456,B,Northeast,Roller,NonShaded,3223,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,5.0,CLR,3.248,10
26794,B,Northeast,Roller,NonShaded,3223,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,44.9777,10
27132,B,Northeast,Roller,NonShaded,3223,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,CLR,79.1996,10
27470,B,Northeast,Roller,NonShaded,3223,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,CLR,54.2288,10
27808,B,Northeast,Roller,NonShaded,3223,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,CLR,24.3658,10
26457,B,Northeast,Roller,NonShaded,3224,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,5.0,CLR,3.248,10
26795,B,Northeast,Roller,NonShaded,3224,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,44.9777,10
27133,B,Northeast,Roller,NonShaded,3224,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,CLR,79.1996,10
27471,B,Northeast,Roller,NonShaded,3224,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,CLR,54.2288,10
27809,B,Northeast,Roller,NonShaded,3224,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,CLR,24.3658,10
26458,B,Northeast,Roller,NonShaded,3225,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,5.0,CLR,3.248,10
26796,B,Northeast,Roller,NonShaded,3225,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,44.9777,10
27134,B,Northeast,Roller,NonShaded,3225,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,CLR,79.1996,10
27472,B,Northeast,Roller,NonShaded,3225,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,CLR,54.2288,10
27810,B,Northeast,Roller,NonShaded,3225,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,CLR,24.3658,10
26459,B,Northeast,Roller,NonShaded,3226,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,5.0,CLR,3.248,10
26797,B,Northeast,Roller,NonShaded,3226,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,44.9777,10
27135,B,Northeast,Roller,NonShaded,3226,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,CLR,79.1996,10
27473,B,Northeast,Roller,NonShaded,3226,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,CLR,54.2288,10
27811,B,Northeast,Roller,NonShaded,3226,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,CLR,24.3658,10
26460,B,Northeast,Roller,NonShaded,3227,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,5.0,CLR,3.248,10
26798,B,Northeast,Roller,NonShaded,3227,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,44.9777,10
27136,B,Northeast,Roller,NonShaded,3227,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,CLR,79.1996,10
27474,B,Northeast,Roller,NonShaded,3227,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,CLR,54.2288,10
27812,B,Northeast,Roller,NonShaded,3227,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,CLR,24.3658,10
26461,B,Northeast,Roller,NonShaded,3228,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,5.0,CLR,3.248,10
26799,B,Northeast,Roller,NonShaded,3228,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,44.9777,10
27137,B,Northeast,Roller,NonShaded,3228,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,CLR,79.1996,10
27475,B,Northeast,Roller,NonShaded,3228,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,CLR,54.2288,10
27813,B,Northeast,Roller,NonShaded,3228,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,CLR,24.3658,10
26462,B,Northeast,Roller,NonShaded,3229,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,5.0,CLR,3.248,10
26800,B,Northeast,Roller,NonShaded,3229,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,44.9777,10
27138,B,Northeast,Roller,NonShaded,3229,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,CLR,79.1996,10
27476,B,Northeast,Roller,NonShaded,3229,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,CLR,54.2288,10
27814,B,Northeast,Roller,NonShaded,3229,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,CLR,24.3658,10
26463,B,Northeast,Roller,NonShaded,3230,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,5.0,CLR,3.248,10
26801,B,Northeast,Roller,NonShaded,3230,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,44.9777,10
27139,B,Northeast,Roller,NonShaded,3230,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,CLR,79.1996,10
27477,B,Northeast,Roller,NonShaded,3230,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,CLR,54.2288,10
27815,B,Northeast,Roller,NonShaded,3230,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,CLR,24.3658,10
26464,B,Northeast,Roller,NonShaded,3231,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,5.0,CLR,3.248,10
26802,B,Northeast,Roller,NonShaded,3231,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,44.9777,10
27140,B,Northeast,Roller,NonShaded,3231,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,CLR,79.1996,10
27478,B,Northeast,Roller,NonShaded,3231,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,CLR,54.2288,10
27816,B,Northeast,Roller,NonShaded,3231,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,CLR,24.3658,10
26465,B,Northeast,Roller,NonShaded,3232,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,5.0,CLR,3.248,10
26803,B,Northeast,Roller,NonShaded,3232,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,44.9777,10
27141,B,Northeast,Roller,NonShaded,3232,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,CLR,79.1996,10
27479,B,Northeast,Roller,NonShaded,3232,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,CLR,54.2288,10
27817,B,Northeast,Roller,NonShaded,3232,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,CLR,24.3658,10
24320,B,Northeast,Louver,NonShaded,3233,0.9,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 09:00:00,0.36,5.0,Unknown,49.7862,5
24611,B,Northeast,Roller,NonShaded,3233,0.9,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 11:00:00,0.36,5.0,Unknown,86.6792,5
24902,B,Northeast,Roller,NonShaded,3233,0.9,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 13:00:00,0.36,5.0,Unknown,107.7127,5
25193,B,Northeast,Louver,NonShaded,3233,0.9,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-05-15 17:00:00,0.36,5.0,Unknown,69.7512,5
26466,B,Northeast,Roller,NonShaded,3233,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 09:00:00,0.36,5.0,CLR,3.248,10
26804,B,Northeast,Roller,NonShaded,3233,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 11:00:00,0.36,5.0,CLR,44.9777,10
27142,B,Northeast,Roller,NonShaded,3233,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 13:00:00,0.36,5.0,CLR,79.1996,10
27480,B,Northeast,Roller,NonShaded,3233,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 15:00:00,0.36,5.0,CLR,54.2288,10
27818,B,Northeast,Roller,NonShaded,3233,0.0,3,24.0,0.41,0.104,0.043,PrivateOffice,2019-10-30 17:00:00,0.36,5.0,CLR,24.3658,10
