,Building,Orientation,BlindType,Shading,WindowID,Occlusion,Floor,WindowSize,WindowVLT,BlindVLT,WindowBlindVLT,OfficeUse,Date_Time,WWR,View Quality,Sky Condition,Irradiance,Month
3290,A,Northeast,Louver,NonShaded,121,0.0,10,12.0,0.538,0.036,0.02,OpenOffice,2019-10-30 11:00:00,0.41,7.0,CLR,47.0302,10
3776,A,Northeast,Louver,NonShaded,121,0.0,10,12.0,0.538,0.036,0.02,OpenOffice,2019-10-30 13:00:00,0.41,7.0,CLR,63.5929,10
4262,A,Northeast,Louver,NonShaded,121,0.0,10,12.0,0.538,0.036,0.02,OpenOffice,2019-10-30 15:00:00,0.41,7.0,CLR,55.382,10
4748,A,Northeast,Louver,NonShaded,121,0.0,10,12.0,0.538,0.036,0.02,OpenOffice,2019-10-30 17:00:00,0.41,7.0,CLR,17.5325,10
1916,A,Northeast,Louver,NonShaded,122,0.0,10,12.0,0.538,0.036,0.02,OpenOffice,2019-05-15 09:00:00,0.41,7.0,Unknown,51.389,5
101,A,Northeast,Louver,NonShaded,122,0.0,10,12.0,0.538,0.036,0.02,OpenOffice,2019-05-15 11:00:00,0.41,7.0,Unknown,74.3344,5
559,A,Northeast,Louver,NonShaded,122,0.0,10,12.0,0.538,0.036,0.02,OpenOffice,2019-05-15 13:00:00,0.41,7.0,Unknown,106.5319,5
1011,A,Northeast,Louver,NonShaded,122,0.0,10,12.0,0.538,0.036,0.02,OpenOffice,2019-05-15 15:00:00,0.41,7.0,Unknown,92.6123,5
1464,A,Northeast,Louver,NonShaded,122,0.0,10,12.0,0.538,0.036,0.02,OpenOffice,2019-05-15 17:00:00,0.41,7.0,Unknown,82.5457,5
2806,A,Northeast,Louver,NonShaded,122,0.0,10,12.0,0.538,0.036,0.02,OpenOffice,2019-10-30 09:00:00,0.41,7.0,CLR,12.443,10
3291,A,Northeast,Louver,NonShaded,122,0.0,10,12.0,0.538,0.036,0.02,OpenOffice,2019-10-30 11:00:00,0.41,7.0,CLR,47.0302,10
3777,A,Northeast,Louver,NonShaded,122,0.0,10,12.0,0.538,0.036,0.02,OpenOffice,2019-10-30 13:00:00,0.41,7.0,CLR,63.5929,10
4263,A,Northeast,Louver,NonShaded,122,0.0,10,12.0,0.538,0.036,0.02,OpenOffice,2019-10-30 15:00:00,0.41,7.0,CLR,55.382,10
